brand_prefix,part_code,oem_number,source_name,source_url,retrieved_at,brand,model,year_from,year_to,engine,restyle,vin_pattern
AC,CKP,8-97104-309-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~sensor~crankshaft~position~8-97104-309-0.html,2026-05-16T06:34:16Z,Acura,SLX,1996,1997,"KA 4AT, KL 4AT",,
AC,CKP,8-97136-125-1,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~sensor~crankshaft~position~8-97136-125-1.html,2026-05-16T06:34:19Z,Acura,SLX,1998,1999,"KA 4AT, KL 4AT",,
AC,CMP,8-10456-148-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~sensor~camshaft~position~8-10456-148-0.html,2026-05-16T06:34:16Z,Acura,SLX,1996,1997,"KA 4AT, KL 4AT",,
AC,CMP,8-10456-541-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~sensor~camshaft~position~8-10456-541-0.html,2026-05-16T06:34:20Z,Acura,SLX,1998,1999,"KA 4AT, KL 4AT",,
AC,CMP,8-10456-598-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~sensor~camshaft~position~8-10456-598-0.html,2026-05-16T06:34:21Z,Acura,,,,,,
AC,ODP,8-97020-858-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~plug~oil~drain~8-97020-858-0.html,2026-05-16T06:34:20Z,Acura,,,,,,
AC,ODP,8-97365-374-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~plug~oil~drain~8-97365-374-0.html,2026-05-16T06:34:17Z,Acura,SLX,1996,1999,"KA 4AT, KL 4AT",,
AC,ODP,9-09662-004-0,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~plug~oil~drain~9-09662-004-0.html,2026-05-16T06:34:22Z,Acura,SLX,1996,1999,"KA 4AT, KL 4AT",,
AC,OPS,28600-PRP-013RB,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~oil~pressure~switch~28600-prp-013rb.html,2026-05-16T06:34:18Z,Acura,,,,,,
BM,MAF,11721438814,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-11721438814.html,2026-05-16T06:33:54Z,BMW,325Ci; 325i; 325xi; 330Ci,2001,2010,,,
BM,MAF,13621311950,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621311950.html,2026-05-16T06:33:46Z,BMW,M5,1991,1993,,,
BM,MAF,13621315541,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621315541.html,2026-05-16T06:33:44Z,BMW,,,,,,
BM,MAF,13621316166,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621316166.html,2026-05-16T06:33:48Z,BMW,850CSi,1994,1995,,,
BM,MAF,13621718521,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621718521.html,2026-05-16T06:33:47Z,BMW,,,,,,
BM,MAF,13621730033,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621730033.html,2026-05-16T06:33:42Z,BMW,320i,1993,1995,,,
BM,MAF,13621730074,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621730074.html,2026-05-16T06:33:43Z,BMW,525i; 525iT,1991,1995,,,
BM,MAF,13621733678,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621733678.html,2026-05-16T06:33:44Z,BMW,750iL; 850Ci; 850i,1988,1994,,,
BM,MAF,13621736178,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621736178.html,2026-05-16T06:33:45Z,BMW,,,,,,
BM,MAF,13621747156,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13621747156.html,2026-05-16T06:33:48Z,BMW,,,,,,
BM,MAF,13622246084,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-mass_air_flow_sensor-13622246084.html,2026-05-16T06:33:49Z,BMW,,,,,,
BM,MAF,13627547976,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor-13627547976.html,2026-05-16T06:33:45Z,BMW,,,,,,
BM,MAF,13627547977,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor-13627547977.html,2026-05-16T06:33:50Z,BMW,325i; 325is; 325ix; 525i,1987,1992,,,
BM,MAF,13627547978,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor-13627547978.html,2026-05-16T06:33:52Z,BMW,325e; 528e,1982,1988,,,
BM,MAF,13627547979,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor_without_co_poti-13627547979.html,2026-05-16T06:33:52Z,BMW,318i; 318is,1991,1992,,,
BM,MAF,13627547980,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor_with_co_poti-13627547980.html,2026-05-16T06:33:42Z,BMW,,,,,,
BM,MAF,13627547981,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor-13627547981.html,2026-05-16T06:33:53Z,BMW,535i; 635CSi; 735i; 735iL,1985,1993,,,
BM,MAF,13627547982,BMWPartsDeal,https://www.bmwpartsdeal.com/parts/bmw-exchange_mass_air_flow_sensor-13627547982.html,2026-05-16T06:33:51Z,BMW,M3,1988,1991,,,
CR,MAF,4891928AB,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~4891928ab.html,2026-05-16T06:48:50Z,Chrysler,200; Sebring,2008,2014,"Limited Sedan, LX Sedan, Touring Convertible, Touring Sedan; Limited Sedan, LX Sedan, Touring Sedan",,
CR,MAF,5033109AB,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~5033109ab.html,2026-05-16T06:48:48Z,Chrysler,PT Cruiser,2003,2009,"Limited, Touring, Touring Convertible",,
CR,MAF,5033320AA,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~5033320aa.html,2026-05-16T06:48:54Z,Chrysler,Sebring,2007,2010,"Limited Convertible, Limited Sedan, LX Convertible, LX Sedan, Touring Sedan",,
CR,MAF,5101204AA,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~5101204aa.html,2026-05-16T06:48:52Z,Chrysler,Crossfire,2004,2008,"Base Coupe, Base Roadster, Limited Coupe, Limited Roadster",,
CR,MAF,68069532AA,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~68069532aa.html,2026-05-16T06:49:01Z,Chrysler,300,2012,2013,"C AWD, C John Varvatos AWD, C John Varvatos RWD, C Luxury Series AWD, C Luxury Series RWD, C RWD, S AWD, S RWD",,
CR,MAF,68144197AA,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~68144197aa.html,2026-05-16T06:48:39Z,Chrysler,200,2015,2016,"C FWD, Limited, LX, S FWD",,
CR,MAF,68144197AB,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-sensor-mass-airflow~68144197ab.html,2026-05-16T06:48:43Z,Chrysler,200,2017,2017,"C FWD, Limited, LX, S FWD",,
CR,MAP,5227152,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-map-sensor-turbo~5227152.html,2026-05-16T06:48:34Z,Chrysler,Fifth Avenue; LeBaron; New Yorker; TC Maserati,1987,1990,,,
DG,MAP,5227152,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-map-sensor-turbo~5227152.html,2026-05-16T06:50:19Z,Dodge,600; Aries; Charger; Daytona,1987,1990,,,
FO,HGG,"F0SZ-6051-A, F0SZ6051A",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-head-gasket_f0sz-6051-a.html,2026-05-16T06:38:27Z,Ford,,,,,,
FO,HGG,"F3HZ-6051-F, F3HZ6051F",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-head-gasket_f3hz-6051-f.html,2026-05-16T06:38:18Z,Ford,,,,,,
FO,HGG,"F4SZ-6051-A, F4SZ6051A",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-head-gasket_f4sz-6051-a.html,2026-05-16T06:38:28Z,Ford,Thunderbird,1994,1995,"4AT 4R70W, 5MT",,
FO,HGG,"F65Z-6051-CA, F65Z6051CA",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-head-gasket_f65z-6051-ca.html,2026-05-16T06:38:22Z,Ford,Windstar,1996,1996,"4AT AX4S, 4AT AXOD-E",,
FO,MAF,"1SDF-12B579-BA, 1SDF12B579BA",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-mass-airflow-sensor_1sdf-12b579-ba.html,2026-05-16T06:38:20Z,Ford,,,,,,
FO,MAF,"F6DF-12B579-EA, F6DF12B579EA",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-mass-airflow-sensor_f6df-12b579-ea.html,2026-05-16T06:38:25Z,Ford,,,,,,
FO,ODW,"-N805269-S, N805269S",FordPartsGiant,https://www.fordpartsgiant.com/parts/ford-washer-drain-plug_-n805269-s.html,2026-05-16T06:38:21Z,Ford,Escape; Expedition; Explorer; Five Hundred,2004,2019,"4AT CD4E, 5-Speed Manual Transmission - AK, 6-Speed Automatic Transmission 6F Mid-Range, CVT Auto Trans Powersplit Elec, Four-Wheel Drive (Full Time) (Left Hand Drive), Front-Wheel Drive (Left Hand Drive), Left Hand Drive; 4AT 4R75W, 4-Speed Automatic Transmission 4R70W (AODE), 4-Speed Automatic Transmission 4R75E Livonia, 4-Speed Automatic Transmission AODEW/4R75E W/TSS, 6-Speed Automatic Transmission (6R75), 6-Speed Automatic Transmission (6R80), Four-Wheel Drive (Part Time) (Left Hand Drive), Left Hand Drive, Rear-Wheel Drive (Left Hand Drive); 6-Speed Automatic Transmission 6F Mid-Range, 6-Speed Automatic Transmission 6F50, 6-Speed Automatic Transmission 6F55, Four-Wheel Drive (Full Time) (Left Hand Drive), Front-Wheel Drive (Left Hand Drive), Left Hand Drive; 6-Speed Automatic Transaxle - AWF21, CVT Select Shift Transmission, Four-Wheel Drive (Part Time) (Left Hand Drive), Front-Wheel Drive (Left Hand Drive), Left Hand Drive",,
HO,CMP,8-10456-148-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-148-0.html,2026-05-16T06:34:56Z,Honda,Passport,1996,1997,"KA 4AT, KA 5MT, KL 4AT, KL 5MT",,
HO,CMP,8-10456-541-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-541-0.html,2026-05-16T06:34:57Z,Honda,Passport,1998,2000,"KA 4AT, KA 5MT; KA 4AT, KA 5MT, KL 4AT, KL 5MT",,
HO,CMP,8-10456-598-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-598-0.html,2026-05-16T06:34:58Z,Honda,,,,,,
JP,MAP,53006226,MoparPartsGiant,https://www.moparpartsgiant.com/parts/mopar-tube-map-sensor-2-5l-yj~53006226.html,2026-05-16T06:51:25Z,Jeep,Cherokee; Comanche; Grand Cherokee; Grand Wagoneer,1991,1995,"2 Door Sport Utility 2WD, 2 Door Sport Utility 4WD, 2 Door Sport Utility RHD 4WD, 4 Door Sport Utility 2WD, 4 Door Sport Utility 4WD, 4 Door Sport Utility RHD 4WD; 3-Person Cab 2WD, 3-Person Cab 4WD; 4 Door Sport Utility 2WD, 4 Door Sport Utility 4WD; Sport Utility 4WD",,
KI,CKP,3918003301,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-crankshaft-po~3918003301.html,2026-05-16T06:36:28Z,Kia,Niro,2017,2022,Wagon - 5Door 5P,,
KI,CKP,3918022600,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-crankshaft-po~3918022600.html,2026-05-16T06:36:24Z,Kia,,,,,,
KI,CKP,391802E600,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-crankshaft-po~391802e600.html,2026-05-16T06:36:19Z,Kia,Optima Hybrid,2016,2020,Sedan - 4Door 5P,,
KI,CKP,391802J700,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-crankshaft-po~391802j700.html,2026-05-16T06:36:31Z,Kia,,,,,,
KI,CKP,3931039110,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3931039110.html,2026-05-16T06:36:37Z,Kia,Sedona,2001,2005,Wagon Short 7,,
KI,CKP,3931839150,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3931839150.html,2026-05-16T06:36:39Z,Kia,Amanti,2004,2006,4 Door Sedan,,
KI,CKP,3931839800,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3931839800.html,2026-05-16T06:36:47Z,Kia,Sorento,2003,2006,5 Door Wagon,,
KI,CMP,3931038050,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3931038050.html,2026-05-16T06:36:35Z,Kia,Optima,2000,2005,4 Door Sedan,,
KI,CMP,393183C100,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393183c100.html,2026-05-16T06:36:49Z,Kia,Amanti; Borrego; Cadenza; Sedona,2006,2016,"4 Door Sedan, Sedan - 4Door 5P; Wagon - 5Door 7P; Sedan - 4Door 5P; Wagon Long - 7P, Wagon Long 7, Wagon Short - 7P, Wagon Short 7",,
KI,CMP,393183C500,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393183c500.html,2026-05-16T06:36:20Z,Kia,Cadenza; K900; Sedona; Sorento,2013,2018,"Sedan - 4Door 5P; Wagon Long - 7P, Wagon Long - 8P; Wagon - 5Door 5P, Wagon - 5Door 7P",,
KI,CMP,393183C510,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft-posi~393183c510.html,2026-05-16T06:36:46Z,Kia,Sedona; Sorento,2015,2018,"Wagon Long - 7P, Wagon Long - 8P; Wagon - 5Door 7P",,
KI,CMP,393183L000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft-posi~393183l000.html,2026-05-16T06:36:32Z,Kia,Cadenza; K900; Sedona; Sorento,2017,2024,"Sedan - 4Door 5P; Wagon Long - 7P, Wagon Long - 8P; Wagon - 5Door 7P; Sedan - 5Door 5P",,
KI,CMP,3935025000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3935025000.html,2026-05-16T06:36:48Z,Kia,Optima; Rondo,2006,2011,"4 Door Sedan, Sedan - 4Door 5P; 5 Door Wagon, 5 Door Wagon 7, Wagon - 5Door 5P, Wagon - 5Door 7P",,
KI,CMP,3935025010,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~3935025010.html,2026-05-16T06:36:40Z,Kia,Forte; Forte Koup; Optima; Optima Hybrid,2006,2015,"Coupe - 2Door 5P, Sedan - 4Door 5P, Sedan - 5Door 5P; 4 Door Sedan, Sedan - 4Door 5P; Sedan - 4Door 5P; 5 Door Wagon, 5 Door Wagon 7, Wagon - 5Door 5P, Wagon - 5Door 7P",,
KI,CMP,393502B000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393502b000.html,2026-05-16T06:36:41Z,Kia,Soul,2009,2011,Wagon - 5Door 5P,,
KI,CMP,393502B020,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393502b020.html,2026-05-16T06:36:43Z,Kia,,,,,,
KI,CMP,393502B030,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393502b030.html,2026-05-16T06:36:48Z,Kia,Forte; Forte Koup; Niro; Optima,2009,2024,"Coupe - 2Door 5P, Sedan - 4Door 5P, Sedan - 5Door 5P; Coupe - 2Door 5P, Sedan - 5Door 5P; Wagon - 5Door 5P; Sedan - 4Door 5P",,
KI,CMP,393502B070,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft-posi~393502b070.html,2026-05-16T06:36:33Z,Kia,Niro,2017,2019,Wagon - 5Door 5P,,
KI,CMP,393502E600,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft-posi~393502e600.html,2026-05-16T06:36:29Z,Kia,Optima Hybrid,2016,2020,Sedan - 4Door 5P,,
KI,CMP,393502G000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393502g000.html,2026-05-16T06:36:25Z,Kia,Optima; Sorento; Sportage; Stinger,2015,2022,"Sedan - 4Door 5P; Wagon - 5Door 5P, Wagon - 5Door 7P; Wagon - 5Door 5P; Sedan - 5Door 5P",,
KI,CMP,393503E110,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393503e110.html,2026-05-16T06:36:44Z,Kia,Optima; Rondo,2006,2011,"4 Door Sedan, Sedan - 4Door 5P; 5 Door Wagon, 5 Door Wagon 7, Wagon - 5Door 5P, Wagon - 5Door 7P",,
KI,CMP,393503E120,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393503e120.html,2026-05-16T06:36:45Z,Kia,Optima; Rondo,2006,2011,"4 Door Sedan, Sedan - 4Door 5P; 5 Door Wagon, 5 Door Wagon 7, Wagon - 5Door 5P, Wagon - 5Door 7P",,
KI,CMP,393503E210,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393503e210.html,2026-05-16T06:36:41Z,Kia,,,,,,
KI,CMP,393503E220,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-sensor-camshaft~393503e220.html,2026-05-16T06:36:42Z,Kia,,,,,,
KI,MAP,3930038100,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-map-sensor-assy~3930038100.html,2026-05-16T06:36:25Z,Kia,Amanti; Optima; Sedona; Sorento,2000,2006,4 Door Sedan; Wagon Short 7; 5 Door Wagon,,
KI,MAP,3930038200,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-map-sensor-assy~3930038200.html,2026-05-16T06:36:21Z,Kia,Amanti; Optima; Rondo; Sedona,2000,2014,"4 Door Sedan, Sedan - 4Door 5P; 5 Door Wagon, 5 Door Wagon 7, Wagon - 5Door 5P, Wagon - 5Door 7P; Wagon Long - 7P, Wagon Long 7, Wagon Short - 7P, Wagon Short 7; 5 Door Wagon, Wagon - 5Door 5P",,
KI,ODP,2151221000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-plug-oil-drain~2151221000.html,2026-05-16T06:36:22Z,Kia,Optima; Rio; Sedona; Sephia,1997,2005,"4 Door Sedan; 4 Door Sedan, 5 Door Sedan; Wagon Short 7; 5 Door Sedan",,
KI,ODP,2151221010,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-plug-oil-drain~2151221010.html,2026-05-16T06:36:30Z,Kia,Amanti; Optima; Rio; Rondo,1997,2011,"4 Door Sedan; 4 Door Sedan, 5 Door Sedan, Sedan - 4Door 5P, Sedan - 5Door 5P; 5 Door Wagon, 5 Door Wagon 7; Wagon Long 7, Wagon Short 7",,
KI,ODP,2151223000,KiaPartsNow,https://www.kiapartsnow.com/genuine/kia-plug-oil-drain~2151223000.html,2026-05-16T06:36:26Z,Kia,Amanti; Borrego; Cadenza; Carnival,2006,2024,"Sedan - 4Door 5P; Wagon - 5Door 7P; Wagon Long - 7P, Wagon Long - 8P; Coupe - 2Door 5P, Sedan - 4Door 5P, Sedan - 5Door 5P",,
