brand_prefix,model,year_from,year_to,engine,source_name,source_url,retrieved_at
BM,3 Series,2012,2018,N20,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184694Z
BM,3 Series,2012,2018,N26,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184707Z
BM,3 Series,2012,2018,M235i,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184711Z
BM,3 Series,2019,2025,B48,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184713Z
BM,3 Series,2019,2025,B48A,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184715Z
BM,5 Series,2010,2016,N52,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184717Z
BM,5 Series,2010,2016,N55,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184719Z
BM,5 Series,2017,2023,B58,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184721Z
BM,7 Series,2009,2015,N52,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184723Z
BM,7 Series,2009,2015,N55,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184724Z
BM,7 Series,2009,2015,N63,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184726Z
BM,7 Series,2016,2025,B58,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184728Z
BM,7 Series,2016,2025,N63TT,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184730Z
BM,X3,2011,2017,N20,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184731Z
BM,X3,2011,2017,N26,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184733Z
BM,X3,2011,2017,N55,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184736Z
BM,X3,2018,2025,B48,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184738Z
BM,X3,2018,2025,B58,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184740Z
BM,X5,2007,2013,N55,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184742Z
BM,X5,2007,2013,N63,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184743Z
BM,X5,2014,2025,B58,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184746Z
BM,X5,2014,2025,N63TT,epc_BM,https://epc-BM.example.com,2026-05-16T06:51:53.184748Z
TY,Camry,2012,2017,2AR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184759Z
TY,Camry,2012,2017,2GR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184761Z
TY,Camry,2018,2025,A25A-FKS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184763Z
TY,Camry,2018,2025,8AR-FTS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184765Z
TY,Corolla,2014,2019,1ZR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184767Z
TY,Corolla,2014,2019,2ZR-FAE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184768Z
TY,Corolla,2020,2025,1ZR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184770Z
TY,Corolla,2020,2025,2ZR-FAE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184772Z
TY,RAV4,2013,2018,2AR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184774Z
TY,RAV4,2013,2018,2GR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184775Z
TY,RAV4,2019,2025,A25A-FKS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184777Z
TY,RAV4,2019,2025,8AR-FTS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184779Z
