brand_prefix,part_code,oem_number,source_name,source_url,retrieved_at,brand,model,year_from,year_to,engine,restyle,vin_pattern
AC,ABS,57455TK4A01,emex-product-card,https://emex.ru/products/57455-TK4-A01,2026-05-11T10:53:15Z,,,,,,,
AC,ABS,57455TR3A01,emex-product-card,https://emex.ru/products/57455-TZ3-A01,2026-05-11T11:44:39Z,,,,,,,
AC,ABS,57455TZ5A01,emex-product-card,https://emex.ru/products/57455-TZ3-A01,2026-05-11T11:44:39Z,,,,,,,
AC,ACC,35810TK4A01,emex-product-card,https://emex.ru/products/38810-TK4-A01,2026-05-11T10:53:16Z,,,,,,,
AC,ACC,38210TK4A01,emex-product-card,https://emex.ru/products/38810-TK4-A01,2026-05-11T10:53:16Z,,,,,,,
AC,ACC,38830TZ3A01,emex-product-card,https://emex.ru/products/38810-TZ3-A01,2026-05-11T11:44:40Z,,,,,,,
AC,ACC,38850TZ3A01,emex-product-card,https://emex.ru/products/38810-TZ3-A01,2026-05-11T11:44:40Z,,,,,,,
AC,ACC,38890TZ3A01,emex-product-card,https://emex.ru/products/38810-TZ3-A01,2026-05-11T11:44:40Z,,,,,,,
AC,ACD,80105STXA00,emex-product-card,https://emex.ru/products/80100STXA00,2026-05-11T11:44:41Z,,,,,,,
AC,ACD,80106STXA00,emex-product-card,https://emex.ru/products/80100STXA00,2026-05-11T11:44:41Z,,,,,,,
AC,AF,172205LAA00,emex-product-card,https://emex.ru/products/17220-5LA-A10,2026-05-11T10:53:18Z,,,,,,,
AC,AF,17220PNAA00,emex-product-card,https://emex.ru/products/17220-PNA-A00,2026-05-11T11:44:42Z,,,,,,,
AC,AF,17220RYEA00,emex-product-card,https://emex.ru/products/17220-RYE-A00,2026-05-11T12:28:50Z,,,,,,,
AC,ALB,31110RMEA01,emex-product-card,https://emex.ru/products/31110-RYE-A01,2026-05-11T11:44:43Z,,,,,,,
AC,ALB,31110RNA004,emex-product-card,https://emex.ru/products/31110-RJA-004,2026-05-11T10:53:19Z,,,,,,,
AC,ALB,31170RYEA01,emex-product-card,https://emex.ru/products/31110-RYE-A01,2026-05-11T11:44:43Z,,,,,,,
AC,BDF,45251TK4A00,emex-product-card,https://emex.ru/products/45251-TK4-A00,2026-05-11T10:53:23Z,,,,,,,
AC,BDR,42510TK4A00,emex-product-card,https://emex.ru/products/42510-TK4-A00,2026-05-11T10:53:24Z,,,,,,,
AC,BDR,42510TZ5A00,emex-product-card,https://emex.ru/products/42510-TZ4-A00,2026-05-11T11:44:48Z,,,,,,,
AC,BJT,51220TK6A01,emex-product-card,https://emex.ru/products/51220-TK4-A01,2026-05-11T10:53:25Z,,,,,,,
AC,BLM,74310S9AA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLM,79110S9AA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLM,79310SCAA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLM,79310SDAA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLM,79310SJAA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLM,79310SNAA01,emex-product-card,https://emex.ru/products/79310S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLR,79330S9VA01,emex-product-card,https://emex.ru/products/79330S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLR,79330SCAA01,emex-product-card,https://emex.ru/products/79330S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLR,79330SDAA01,emex-product-card,https://emex.ru/products/79330S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BLR,79330SNAA01,emex-product-card,https://emex.ru/products/79330S9AA01,2026-05-11T10:53:26Z,,,,,,,
AC,BPF,43022TK4A01,emex-product-card,https://emex.ru/products/45022-TK4-A01,2026-05-11T11:44:50Z,,,,,,,
AC,BPF,45022SDAA00,emex-product-card,https://emex.ru/products/45022-SDA-A40,2026-05-11T10:53:27Z,,,,,,,
AC,BPF,45022SDAA10,emex-product-card,https://emex.ru/products/45022-SDA-A40,2026-05-11T10:53:27Z,,,,,,,
AC,BPF,45022TK6A01,emex-product-card,https://emex.ru/products/45022-TK4-A01,2026-05-11T11:44:50Z,,,,,,,
AC,BPF,45022TK8A01,emex-product-card,https://emex.ru/products/45022-TK4-A01,2026-05-11T11:44:50Z,,,,,,,
AC,BPF,45022TX4A01,emex-product-card,https://emex.ru/products/45022-TK4-A01,2026-05-11T11:44:50Z,,,,,,,
AC,BPF,45022TZ5A01,emex-product-card,https://emex.ru/products/45022-TZ4-A01,2026-05-11T12:28:52Z,,,,,,,
AC,BPR,43022TK4A01,emex-product-card,https://emex.ru/products/43022-TK4-A01,2026-05-11T10:53:27Z,,,,,,,
AC,BPR,43022TZ5A01,emex-product-card,https://emex.ru/products/43022-TZ4-A01,2026-05-11T11:44:50Z,,,,,,,
AC,CAT,38150TK4A01,emex-product-card,https://emex.ru/products/18150-TK4-A01,2026-05-11T10:53:29Z,,,,,,,
AC,CAT,38150TZ3A01,emex-product-card,https://emex.ru/products/18150-TZ3-A01,2026-05-11T11:44:52Z,,,,,,,
AC,CF,80211SDAA01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80221SDAA01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80290SDAA01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80291SDAY01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80291SJAA01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80292SDAA01,emex-product-card,https://emex.ru/products/80291-SDA-A01,2026-05-11T10:53:30Z,,,,,,,
AC,CF,80292SECA01,emex-product-card,https://emex.ru/products/80292-SEC-A01,2026-05-11T11:44:53Z,,,,,,,
AC,CF,80292TYAA41,emex-product-card,https://emex.ru/products/80292-T2A-A41,2026-05-11T12:28:52Z,,,,,,,
AC,CFL,51360TK4A01,emex-product-card,https://emex.ru/products/51360-TK4-A01,2026-05-11T10:53:31Z,,,,,,,
AC,CFL,51360TZ3A01,emex-product-card,https://emex.ru/products/51360-TZ3-A01,2026-05-11T11:44:58Z,,,,,,,
AC,CFR,51350TK4A01,emex-product-card,https://emex.ru/products/51350-TK4-A01,2026-05-11T10:53:32Z,,,,,,,
AC,CFR,51350TZ3A01,emex-product-card,https://emex.ru/products/51350-TZ3-A01,2026-05-11T11:44:59Z,,,,,,,
AC,CVB,42017SL0000,emex-product-card,https://emex.ru/products/42017-SL0-000,2026-05-11T10:53:37Z,,,,,,,
